Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
SAC SOUS VIDE LISSE 20*30,800.0,PC (1 PC),Consommable,mercredi,2024-01,A,1,1800.0
SAC SOUS VIDE LISSE 40*40,100.0,PC (1 PC),Consommable,mardi,2024-01,B,1,900.0
SANEX,48.0,PC (1 PC),Hygiène,mercredi,2024-01,A,1,100.0
SAUCE A L'AIL PB,11.0,L (1 KG),Epicerie,mardi,2024-01,A,1,11.0
SAUCE MAYONNAISE PESTO PB,10.0,L (1 L),Epicerie,mardi,2024-01,A,1,11.0
SAUCE PESTO PB,5.0,KG (1 KG),Epicerie,mardi,2024-01,A,1,5.0
THE SANS SUCRE 0.9g,360.0,PC (1 PC),THE,jeudi,2024-01,B,1,1080.0
TOMATES SECHEES,0.3,PC (1000 GR),Epicerie,mardi,2024-01,B,1,5.0
TOQUE CHEF,1.0,PC (1 PC),Hygiène,mardi,2024-01,C,1,6.0
VARIANTES,3.0,KG (1 KG),Legumes Frais,mardi,2024-01,D,1,10.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,3.6,KG (1000 GR),Viandes Fraiches,vendredi,2024-01,A,1,11.0
AIL,2.0,KG (1 KG),Legumes Frais,samedi,2024-01,B,2,8.3
AIL EN POUDRE,0.04,KG (1 KG),Fruits & Legumes Frais,vendredi,2024-01,C,2,2.0
AMANDE EFFILEE,2.0,PC (1 KG),Fruits Secs,jeudi,2024-01,B,2,4.0
ANANAS PCES,116.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-01,A,2,172.0
AUBERGINE LEGUME,3.8,KG,Legumes Frais,dimanche,2024-01,A,2,17.85
BACON BOEUF FUME TRANCHES ( 300GR),4.2,KG (1000 GR),Viandes Fraiches,vendredi,2024-01,A,2,6.9
BASILIC BARQUETTE,2.9,KG (1 KG),Legumes Frais,vendredi,2024-01,A,2,11.05
BEURRE MARGARINE  KG,4.5,PC (1 KG),Beurre Oeuf Fromage,samedi,2024-01,C,2,40.5
CAPRE VRAC,1.0,KG (1 KG),Legumes Frais,samedi,2024-01,B,2,9.0
CELTIA FUT DE 50L,1.0,PC (50 L),Alcools,mercredi,2024-01,B,2,6.0
CHAPLUR,2.0,PC (1 KG),Epicerie,vendredi,2024-01,C,2,16.0
CHOUX ROUGE,4.15,PC (1 PC),Legumes Frais,lundi,2024-01,A,2,9.6
CITRON,3.9,KG (1 KG),Legumes Frais,lundi,2024-01,A,2,16.75
CITRON SALLE,7.0,KG (1 KG),Legumes Frais,mardi,2024-01,B,2,28.0
COIFFE EN PAPIER,100.0,PC (1 PC),Hygiène,mardi,2024-01,B,2,1100.0
COURGETTE,4.25,KG,Legumes Frais,dimanche,2024-01,A,2,28.6
COUTEAU A PAIN 20CM,2.0,PC (1 PC),Accessoire & couvert,vendredi,2024-01,C,2,5.0
COUVERCLE AVEC TROU BOMBE 95KY,1700.0,PC,Consommable,samedi,2024-01,B,2,3300.0
CREME DE BALSAMIQUE,4.0,BTL (1 ML),Epicerie,jeudi,2024-01,D,2,10.0
CUILLIERE NOIRE EJEM,900.0,PC,Consommable,vendredi,2024-01,A,2,4900.0
FOURCHETTE NOIRE EMBALEE EJEM,5000.0,PC (1 PC),Consommable,vendredi,2024-01,A,2,10000.0
FROMAGE MAASDAM EN BLOC PB,26.0,KG,Beurre Oeuf Fromage,samedi,2024-01,A,2,65.5
FROMAGE SICILIEN,1.949,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-01,D,2,5.946
FUT HEINEKEIN,100.0,PC (1 L),Alcools,dimanche,2024-01,B,2,240.0
GOBLET 9 0Z MF,450.0,PC (1 PC),Consommable,mardi,2024-01,A,2,1600.0
JAMBON DE BOEUF FUME,3.2,KG (1 KG),Charcuterie,samedi,2024-01,A,2,18.1
JAMBON DE DINDE,4.9,PC (1 KG),Charcuterie,vendredi,2024-01,A,2,34.15
JOUR ET NUIT ROUGE 1/2,16.0,PC (1 PC),Alcools,dimanche,2024-01,C,2,48.0
MAIS EN VRAC,2.0,PC (1 KG),Legumes Frais,samedi,2024-01,C,2,9.0
MANCHE A BALAIS,3.0,PC (1 PC),Hygiène,dimanche,2024-01,B,2,20.0
MIEL DOUX & FRAIS,5.0,PC (1 PC),Epicerie,vendredi,2024-01,C,2,11.0
NAPPAGE,1.0,PC,Pâtisseries,dimanche,2024-01,C,2,14.0
NOISETTE GRILLEE CONCASSEE,1.0,PC (1 KG),Fruits Secs,jeudi,2024-01,D,2,3.0
NUTELLA 600GR,63.0,PC (1 PC),Pâtisseries,vendredi,2024-01,B,2,114.0
PAILLE ENVELOPPE 7.5MM COLORE,11.0,SCH (50 PC),Consommable,dimanche,2024-01,B,2,47.0
PAPIER ALUM DE 100,2.0,PC (1 PC),Consommable,jeudi,2024-01,B,2,9.0
PAPIER CUISSON 40*60,1.0,PC (500 PC),Consommable,dimanche,2024-01,C,2,4.0
PAPRIKA FORT,1.0,KG (1 KG),Epicerie,dimanche,2024-01,C,2,3.0
PEPPERONI,2.0,KG (1 KG),Charcuterie,mercredi,2024-01,A,2,4.8
PERSIL,2.1,KG (1 KG),Legumes Frais,mercredi,2024-01,A,2,7.32999
PIMENT ROUGE SALLE,5.0,KG,Legumes Frais,samedi,2024-01,B,2,20.0
PUREE DE KIWI 1.32KG MONIN,1.0,PC (1320 GR),Pâtisseries,dimanche,2024-01,D,2,2.0
PUREE FRAISE 1.32KG MONIN,2.0,KG (1320 GR),Pâtisseries,dimanche,2024-01,D,2,2.0
QUATRE EPICES MOULU,1.0,PC (1 KG),Epicerie,dimanche,2024-01,C,2,3.0
RACLETTE,1.0,PC (1 PC),Hygiène,mardi,2024-01,B,2,7.0
RISTRETTO NSPRS,1500.0,PC (1 PC),Cafe,vendredi,2024-01,A,2,6800.0
ROULEAU DE 750 ETIQUETTE BLANC,4.0,PC,Consommable,vendredi,2024-01,C,2,16.0
SAC SOUS VIDE LISSE 20*30,100.0,PC (1 PC),Consommable,lundi,2024-01,A,2,1800.0
SAC SOUS VIDE LISSE 40*40,300.0,PC (1 PC),Consommable,mardi,2024-01,B,2,900.0
SANEX,32.0,PC (1 PC),Hygiène,samedi,2024-01,A,2,100.0
SAUCE A L'AIL PB,8.0,L (1 KG),Epicerie,samedi,2024-01,A,2,11.0
SAUCE MAYONNAISE PESTO PB,8.0,L,Epicerie,samedi,2024-01,A,2,11.0
SAUCE PESTO PB,4.0,KG (1 KG),Epicerie,samedi,2024-01,A,2,5.0
SIROP DE CARAMEL 1L MONIN,1.0,PC (1000 ML),Pâtisseries,dimanche,2024-01,B,2,5.0
THE SANS SUCRE 0.9g,180.0,PC (1 PC),THE,samedi,2024-01,B,2,1080.0
TOMATES SECHEES,0.2,PC (1000 GR),Epicerie,vendredi,2024-01,B,2,5.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,3.6,KG (1000 GR),Viandes Fraiches,vendredi,2024-01,A,2,11.0
VINAIGRE 1L,12.0,L (1000 GR),Epicerie,samedi,2024-01,D,2,12.0
AIL,2.0,KG,Legumes Frais,mercredi,2024-01,B,3,8.3
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,vendredi,2024-01,B,3,4.0
ANANAS PCES,91.0,PC,Jus Fruit Lait,mercredi,2024-01,A,3,172.0
AUBERGINE LEGUME,7.0,KG (1 KG),Legumes Frais,mercredi,2024-01,A,3,17.85
BACON BOEUF FUME TRANCHES ( 300GR),3.9,KG (1000 GR),Viandes Fraiches,mercredi,2024-01,A,3,6.9
BACTYGEL 703 CF,2.0,BTL (1 BTL),Hygiène,mercredi,2024-01,B,3,4.0
BASILIC BARQUETTE,2.05,KG (1 KG),Legumes Frais,lundi,2024-01,A,3,11.05
BOUTEILLE DE VINAIGRETTE 250ML,6.0,PC (250 GR),Epicerie,mercredi,2024-01,A,3,16.0
CAPRE VRAC,2.0,KG (1 KG),Legumes Frais,lundi,2024-01,B,3,9.0
CELTIA FUT DE 50L,1.0,PC (50 L),Alcools,lundi,2024-01,B,3,6.0
CHOUX ROUGE,2.0,PC (1 PC),Legumes Frais,samedi,2024-01,A,3,9.6
CITRON,2.0,KG (1 KG),Legumes Frais,mercredi,2024-01,A,3,16.75
CITRON SALLE,7.0,KG (1 KG),Legumes Frais,mercredi,2024-01,B,3,28.0
COIFFE EN PAPIER,500.0,PC (1 PC),Hygiène,jeudi,2024-01,B,3,1100.0
CORNICHON FRAIS,2.0,KG (1 KG),Legumes Frais,lundi,2024-01,B,3,12.0
COURGETTE,8.85,KG (1 KG),Legumes Frais,mercredi,2024-01,A,3,28.6
COUVERCLE AVEC TROU BOMBE 95KY,800.0,PC,Consommable,lundi,2024-01,B,3,3300.0
CUILLIERE NOIRE EJEM,1400.0,PC,Consommable,mercredi,2024-01,A,3,4900.0
EPINARD,3.0,KG (1 KG),Legumes Frais,lundi,2024-01,B,3,12.15
FOURCHETTE NOIRE EMBALEE EJEM,3500.0,PC,Consommable,jeudi,2024-01,A,3,10000.0
FROMAGE MAASDAM EN BLOC PB,10.0,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-01,A,3,65.5
FROMAGE SICILIEN,1.924,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-01,D,3,5.946
FUT HEINEKEIN,40.0,PC (1 L),Alcools,lundi,2024-01,B,3,240.0
JAMBON DE BOEUF FUME,4.800000000000001,KG,Charcuterie,jeudi,2024-01,A,3,18.1
JAMBON DE DINDE,8.5,PC (1 KG),Charcuterie,mardi,2024-01,A,3,34.15
MANCHE A BALAIS,3.0,PC (1 PC),Hygiène,samedi,2024-01,B,3,20.0
MENTHE SECHE,0.24,KG,Epicerie,lundi,2024-01,D,3,2.0
NOISETTE GRILLEE CONCASSEE,1.0,PC (1 KG),Fruits Secs,vendredi,2024-01,D,3,3.0
NUTELLA 600GR,36.0,PC (1 PC),Pâtisseries,mercredi,2024-01,B,3,114.0
PAILLE ENVELOPPE 7.5MM COLORE,20.0,SCH (50 PC),Consommable,lundi,2024-01,B,3,47.0
PAPIER ALUM DE 100,9.0,PC (1 PC),Consommable,lundi,2024-01,B,3,9.0
PERSIL,2.55,KG (1 KG),Legumes Frais,lundi,2024-01,A,3,7.32999
PIMENT ROUGE SALLE,5.0,KG,Legumes Frais,mercredi,2024-01,B,3,20.0
PISTACHE CONCASSEE,2.0,PC (1000 GR),Fruits Secs,vendredi,2024-01,C,3,4.0
PUREE DE KIWI 1.32KG MONIN,1.0,PC (1000 GR),Pâtisseries,samedi,2024-01,D,3,2.0
QUATRE EPICES MOULU,1.0,PC (1 KG),Epicerie,mercredi,2024-01,C,3,3.0
RACLETTE,3.0,PC (1 PC),Hygiène,samedi,2024-01,B,3,7.0
RISTRETTO NSPRS,2050.0,PC (1 PC),Cafe,lundi,2024-01,A,3,6800.0
SAC SOUS VIDE LISSE 20*30,500.0,PC (1 PC),Consommable,mardi,2024-01,A,3,1800.0
SAC SOUS VIDE LISSE 30*30,400.0,PC (1 PC),Consommable,mardi,2024-01,A,3,1100.0
SANEX,44.0,PC (1 PC),Hygiène,mercredi,2024-01,A,3,100.0
SAUCE A L'AIL PB,8.0,L (1 KG),Epicerie,mardi,2024-01,A,3,11.0
SAUCE MAYONNAISE PESTO PB,8.0,L (1 L),Epicerie,mardi,2024-01,A,3,11.0
SAUCE PESTO PB,4.0,KG (1 KG),Epicerie,mardi,2024-01,A,3,5.0
SIROP DE CARAMEL 1L MONIN,1.0,PC (1000 ML),Pâtisseries,samedi,2024-01,B,3,5.0
SIROP DE NOISETTES GRILLEES 70CL MONIN,1.0,PC (700 ML),Pâtisseries,samedi,2024-01,D,3,2.0
THE SANS SUCRE 0.9g,180.0,PC (1 PC),THE,jeudi,2024-01,B,3,1080.0
TOMATES SECHEES,1.0,PC (1000 GR),Epicerie,lundi,2024-01,B,3,5.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,5.7,KG (1000 GR),Viandes Fraiches,vendredi,2024-01,A,3,11.0
AIL,2.7,KG,Legumes Frais,jeudi,2024-02,B,4,8.3
AMANDE EFFILEE,2.0,PC (1 KG),Fruits Secs,dimanche,2024-02,B,4,4.0
ANANAS PCES,121.0,PC,Jus Fruit Lait,jeudi,2024-02,A,4,172.0
AUBERGINE LEGUME,6.15,KG (1 KG),Legumes Frais,dimanche,2024-02,A,4,17.85
BACON BOEUF FUME TRANCHES ( 300GR),3.6,KG (1000 GR),Viandes Fraiches,vendredi,2024-02,A,4,6.9
BACTYGEL 703 CF,3.0,BTL (1 BTL),Hygiène,vendredi,2024-02,B,4,4.0
BASILIC BARQUETTE,1.1,KG (1 KG),Legumes Frais,vendredi,2024-02,A,4,11.05
BEURRE MARGARINE  KG,4.5,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-02,C,4,40.5
BOUTEILLE DE VINAIGRETTE 250ML,5.0,PC (250 GR),Epicerie,jeudi,2024-02,A,4,16.0
CELTIA FUT DE 50L,2.0,PC (50 L),Alcools,vendredi,2024-02,B,4,6.0
CHAPLUR,1.0,PC (1 KG),Epicerie,samedi,2024-02,C,4,16.0
CHOCOLAT CHAUD EN POUDRE,2.0,KG (1 KG),Cafe,vendredi,2024-02,B,4,7.0
CHOUX ROUGE,3.65,PC (1 PC),Legumes Frais,vendredi,2024-02,A,4,9.6
CITRON,3.9,KG (1 KG),Legumes Frais,dimanche,2024-02,A,4,16.75
CITRON SALLE,7.0,KG (1 KG),Legumes Frais,vendredi,2024-02,B,4,28.0
COIFFE EN PAPIER,400.0,PC (1 PC),Hygiène,samedi,2024-02,B,4,1100.0
CORNICHON FRAIS,3.0,KG (1 KG),Legumes Frais,vendredi,2024-02,B,4,12.0
COURGETTE,6.55,KG (1 KG),Legumes Frais,vendredi,2024-02,A,4,28.6
COUTEAU A PAIN 20CM,1.0,PC (1 PC),Accessoire & couvert,mardi,2024-02,C,4,5.0
CREME DE BALSAMIQUE,1.0,BTL (1 ML),Epicerie,mardi,2024-02,D,4,10.0
CUILLIERE NOIRE EJEM,800.0,PC,Consommable,mardi,2024-02,A,4,4900.0
EPINARD,7.2,KG (1 KG),Legumes Frais,dimanche,2024-02,B,4,12.15
FOURCHETTE NOIRE EMBALEE EJEM,2000.0,PC (1 PC),Consommable,vendredi,2024-02,A,4,10000.0
FROMAGE MAASDAM EN BLOC PB,14.0,KG,Beurre Oeuf Fromage,vendredi,2024-02,A,4,65.5
FROMAGE SICILIEN,3.622,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-02,D,4,5.946
FUT HEINEKEIN,100.0,PC (1 L),Alcools,jeudi,2024-02,B,4,240.0
HARISSA 450G,10.0,BTE,Epicerie,mardi,2024-02,C,4,17.0
JAMBON DE BOEUF FUME,7.55,KG (1 KG),Charcuterie,jeudi,2024-02,A,4,18.1
JAMBON DE DINDE,6.0,PC (1 KG),Charcuterie,samedi,2024-02,A,4,34.15
JOUR ET NUIT ROUGE 1/2,6.0,PC (1 PC),Alcools,mercredi,2024-02,C,4,48.0
MIEL DOUX & FRAIS,2.0,PC (1 PC),Epicerie,jeudi,2024-02,C,4,11.0
NAPPAGE,1.0,PC (1 PC),Pâtisseries,vendredi,2024-02,C,4,14.0
NOISETTE GRILLEE CONCASSEE,2.0,PC (1 KG),Fruits Secs,dimanche,2024-02,D,4,3.0
NUTELLA 600GR,54.0,PC (1 PC),Pâtisseries,vendredi,2024-02,B,4,114.0
PAILLE ENVELOPPE 7.5MM COLORE,17.0,SCH (50 PC),Consommable,jeudi,2024-02,B,4,47.0
PAPIER ALUM DE 100,2.0,PC (1 PC),Consommable,jeudi,2024-02,B,4,9.0
PERSIL,1.9,KG (1 KG),Legumes Frais,jeudi,2024-02,A,4,7.32999
PIMENT ROUGE SALLE,5.0,KG,Legumes Frais,vendredi,2024-02,B,4,20.0
POIVRE NOIR MOULU,1.0,PC (1 KG),Epicerie,dimanche,2024-02,B,4,3.0
PUREE DE KIWI 1.32KG MONIN,1.0,PC (1000 GR),Pâtisseries,dimanche,2024-02,D,4,2.0
RISTRETTO NSPRS,1700.0,PC (1 PC),Cafe,jeudi,2024-02,A,4,6800.0
ROULEAU THERMIQUE BALANCE,30.0,PC (1 PC),Fournitures de Bureau,samedi,2024-02,D,4,30.0
SAC SOUS VIDE LISSE 20*30,600.0,PC (1 PC),Consommable,samedi,2024-02,A,4,1800.0
SAC SOUS VIDE LISSE 30*30,300.0,PC (1 PC),Consommable,samedi,2024-02,A,4,1100.0
SAC SOUS VIDE LISSE 40*40,200.0,PC (1 PC),Consommable,mercredi,2024-02,B,4,900.0
SANEX,32.0,PC (1 PC),Hygiène,vendredi,2024-02,A,4,100.0
SAUCE A L'AIL PB,9.0,L (1 KG),Epicerie,jeudi,2024-02,A,4,11.0
SAUCE MAYONNAISE PESTO PB,8.0,L (1 L),Epicerie,jeudi,2024-02,A,4,11.0
SAUCE PESTO PB,3.0,KG (1 KG),Epicerie,jeudi,2024-02,A,4,5.0
SIROP DE CARAMEL 1L MONIN,1.0,PC (1000 ML),Pâtisseries,dimanche,2024-02,B,4,5.0
THE SANS SUCRE 0.9g,360.0,PC (1 PC),THE,jeudi,2024-02,B,4,1080.0
TOMATES SECHEES,0.6,PC (1000 GR),Epicerie,jeudi,2024-02,B,4,5.0
TOQUE CHEF,3.0,PC (1 PC),Hygiène,mercredi,2024-02,C,4,6.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,1.7999999999999998,KG (1000 GR),Viandes Fraiches,lundi,2024-02,A,4,11.0
AIL,1.2,KG (1 KG),Legumes Frais,dimanche,2024-02,B,5,8.3
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,dimanche,2024-02,B,5,4.0
ANANAS PCES,163.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-02,A,5,172.0
AUBERGINE LEGUME,6.45,KG (1 KG),Legumes Frais,lundi,2024-02,A,5,17.85
BACON BOEUF FUME TRANCHES ( 300GR),2.3,KG (1000 GR),Viandes Fraiches,dimanche,2024-02,A,5,6.9
BACTYGEL 703 CF,2.0,BTL (1 BTL),Hygiène,lundi,2024-02,B,5,4.0
BASILIC BARQUETTE,2.9,KG (1 KG),Legumes Frais,dimanche,2024-02,A,5,11.05
BOITE FRAPPE CAFE 1.36KG MONIN,1.0,BTE (1360 GR),Pâtisseries,dimanche,2024-02,C,5,6.0
BOITE FRAPPE VANILLE 1.36KG MONIN,1.0,KG,Pâtisseries,jeudi,2024-02,C,5,6.0
BOUTEILLE DE VINAIGRETTE 250ML,10.0,PC (250 GR),Epicerie,dimanche,2024-02,A,5,16.0
CAPRE VRAC,2.0,KG (1 KG),Legumes Frais,mardi,2024-02,B,5,9.0
CELTIA FUT DE 50L,1.0,PC (50 L),Alcools,lundi,2024-02,B,5,6.0
CHOCOLAT CHAUD EN POUDRE,1.0,KG (1 KG),Cafe,dimanche,2024-02,B,5,7.0
CHOUX ROUGE,4.1,PC (1 PC),Legumes Frais,samedi,2024-02,A,5,9.6
CITRON,4.85,KG (1 KG),Legumes Frais,lundi,2024-02,A,5,16.75
CITRON SALLE,7.0,KG (1 KG),Legumes Frais,mardi,2024-02,B,5,28.0
COIFFE EN PAPIER,100.0,PC (1 PC),Hygiène,lundi,2024-02,B,5,1100.0
CORNICHON FRAIS,5.0,KG (1 KG),Legumes Frais,mardi,2024-02,B,5,12.0
COURGETTE,6.75,KG (1 KG),Legumes Frais,lundi,2024-02,A,5,28.6
COUVERCLE AVEC TROU BOMBE 95KY,900.0,PC,Consommable,dimanche,2024-02,B,5,3300.0
CREME DE BALSAMIQUE,2.0,BTL (1 ML),Epicerie,dimanche,2024-02,D,5,10.0
CUILLIERE NOIRE EJEM,1000.0,PC,Consommable,dimanche,2024-02,A,5,4900.0
FOURCHETTE NOIRE EMBALEE EJEM,3500.0,PC (1 PC),Consommable,dimanche,2024-02,A,5,10000.0
FROMAGE BUCHE BLANCHE CHEVRE KG,0.22,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-02,B,5,5.0
FROMAGE MAASDAM EN BLOC PB,21.0,KG (1 KG),Beurre Oeuf Fromage,dimanche,2024-02,A,5,65.5
FUT HEINEKEIN,120.0,PC (1 L),Alcools,lundi,2024-02,B,5,240.0
GOBLET 9 0Z MF,1000.0,PC (1 PC),Consommable,dimanche,2024-02,A,5,1600.0
JAMBON DE BOEUF FUME,7.9,KG (1 KG),Charcuterie,dimanche,2024-02,A,5,18.1
JAMBON DE DINDE,4.95,PC (1 KG),Charcuterie,lundi,2024-02,A,5,34.15
JOUR ET NUIT ROUGE 1/2,5.0,PC (1 PC),Alcools,dimanche,2024-02,C,5,48.0
MAIS EN VRAC,2.0,PC (1 KG),Legumes Frais,vendredi,2024-02,C,5,9.0
MANCHE A BALAIS,7.0,PC,Hygiène,dimanche,2024-02,B,5,20.0
MIEL DOUX & FRAIS,4.0,PC (1 PC),Epicerie,jeudi,2024-02,C,5,11.0
NUTELLA 600GR,42.0,PC (1 PC),Pâtisseries,dimanche,2024-02,B,5,114.0
PAILLE ENVELOPPE 7.5MM COLORE,22.0,SCH (50 PC),Consommable,dimanche,2024-02,B,5,47.0
PAPIER ALUM DE 100,2.0,PC (1 PC),Consommable,dimanche,2024-02,B,5,9.0
PAPIER CUISSON 40*60,1.0,PC (500 PC),Consommable,mercredi,2024-02,C,5,4.0
